FISCAL_YEAR	ATS SYSTEM CODE	LOCATION_CODE	LOCATION_NAME	BEDS NUMBER	MANAGED_BY_NAME	LOCATION_TYPE_DESCRIPTION	LOCATION_CATEGORY_DESCRIPTION	GRADES_TEXT	GRADES_FINAL_TEXT	OPEN_DATE	STATUS_DESCRIPTIONS	PRIMARY_BUILDING_CODE	PRIMARY_ADDRESS_LINE_1	STATE_CODE	X_COORDINATE	Y_COORDINATE	COMMUNITY_DISTRICT	COUNCIL_DISTRICT	CENSUS_TRACT	BOROUGH_BLOCK_LOT	NTA	NTA_NAME	PRINCIPAL_NAME	PRINCIPAL_TITLE	PRINCIPAL_PHONE_NUMBER	FAX_NUMBER	GEOGRAPHICAL_DISTRICT_CODE	ADMIN_DISTRICT_LOCATION_CODE	ADMINISTRATIVE_DISTRICT_NAME	COMMUNITY_SCHOOL_SUP_NAME	FIELD_SUPPORT_CENTER_NAME	FIELD_SUPPORT_CENTER_LEADER_NAME	SCHOOL_SUPPORT_TEAM_NAME	SCHOOL_SUPPORT_TEAM_LEADER_NAME	HIGHSCHOOL_NETWORK_LOCATION_CODE	HIGHSCHOOL_NETWORK_NAME	HIGHSCHOOL_NETWORK_SUPERINTENDENT	Location 1
2018	17K600      	K600	Clara Barton High School	331700011600	DOE	Career Technical	High school	09,10,11,12,SE	09,10,11,12	07/01/1940 12:00:00 AM	Open	K600	901 CLASSON AVENUE	NY	995155	183307	309	35	21300	3011870001	BK63	Crown Heights South                                                        	RICHARD FORMAN	PRINCIPAL	718-636-4900	718-857-3688	17	HS06	NULL	NULL	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 1- Brooklyn South	NULL	HS06	HS Network 06 Superintendent Office	PRAYOR, MICHAEL	"901 CLASSON AVENUE
BROOKLYN, NY 11225
(40.669805, -73.960689)"
2018	17K382      	K382	Academy for College Preparation and Career Explora	331700011382	DOE	General Academic	Secondary School	06,07,08,09,10,11,12,SE	06,07,08,09,10,11,12	07/01/2006 12:00:00 AM	Open	K465	911 FLATBUSH AVENUE	NY	996134	175947	314	40	79400	3051030010	BK95	Erasmus                                                                    	Joan Mosely	I.A. PRINCIPAL	718-564-2566	718-564-2567	17	HS06	NULL	NULL	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 1- Brooklyn South	NULL	HS06	HS Network 06 Superintendent Office	PRAYOR, MICHAEL	"911 FLATBUSH AVENUE
BROOKLYN, NY 11226
(40.649602, -73.957173)"
2018	17K394      	K394	M.S. K394	331700010394	DOE	General Academic	K-8	PK,0K,01,02,03,04,05,06,07,08,SE	PK,0K,01,02,03,04,05,06,07,08	07/01/1999 12:00:00 AM	Open	K210	188 ROCHESTER AVENUE	NY	1003968	184371	308	36	34700	3013670022	BK61	Crown Heights North                                                        	MONIQUE TORAN	I.A. PRINCIPAL	718-756-3164	718-756-3177	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"188 ROCHESTER AVENUE
BROOKLYN, NY 11213
(40.67271, -73.928917)"
2018	17K397      	K397	P.S. 397 Foster-Laurie	331700010397	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	0K,01,02,03,04,05	07/01/1975 12:00:00 AM	Open	K397	490 FENIMORE STREET	NY	999133	179250	309	40	81000	3048150020	BK60	Prospect Lefferts Gardens-Wingate                                          	Marie Casseus Monteau	PRINCIPAL	718-774-5200	718-953-4856	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"490 FENIMORE STREET
BROOKLYN, NY 11203
(40.658663, -73.946358)"
2018	17K398      	K398	P.S. 398 Walter Weaver	331700010398	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1977 12:00:00 AM	Open	K398	60 EAST  94 STREET	NY	1004231	180975	317	41	88200	3045950215	BK96	Rugby-Remsen Village                                                       	Tammy Katan Brown	PRINCIPAL	718-774-4466	718-467-4018	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"60 EAST 94 STREET
BROOKLYN, NY 11212
(40.663388, -73.927979)"
2018	17K399      	K399	P.S. 399 Stanley Eugene Clark	331700010399	DOE	General Academic	Elementary	0K,01,02,03,04,05,SE	0K,01,02,03,04,05	07/01/1981 12:00:00 AM	Open	K399	2707 ALBEMARLE ROAD	NY	997663	175465	317	40	82400	3051110001	BK95	Erasmus                                                                    	MARION BROWN	PRINCIPAL	718-693-3023	718-940-0702	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"2707 ALBEMARLE ROAD
BROOKLYN, NY 11226
(40.648277, -73.951664)"
2018	17K408      	K408	Academy of Hospitality and Tourism	331700011408	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	07/01/2006 12:00:00 AM	Open	K465	911 FLATBUSH AVENUE	NY	996134	175947	314	40	79400	3051030010	BK95	Erasmus                                                                    	Shirley Miller	PRINCIPAL	718-564-2580	718-564-2581	17	HS03	NULL	NULL	Affinity Group	ANORMALIZA, ALEXANDRA	School Support Team 1- Affinity Group	NULL	HS03	H.S. Network 03 Superintendent Office	WALSH, FRED	"911 FLATBUSH AVENUE
BROOKLYN, NY 11226
(40.649602, -73.957173)"
2018	17K484      	K484	Ronald Edmonds Learning Center II	331700010484	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/2006 12:00:00 AM	Open	K012	430 HOWARD AVENUE	NY	1006415	184524	316	41	36300	3014570032	BK79	Ocean Hill                                                                 	Michele Luard	PRINCIPAL	718-467-0306	718-953-0682	23	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"430 HOWARD AVENUE
BROOKLYN, NY 11233
(40.673124, -73.920095)"
2018	17K489      	K489	W.E.B. Dubois Academic High School	331700011489	DOE	Transfer School	High school	09,10,11,12	09,10,11,12	07/01/1999 12:00:00 AM	Open	K824	402 EASTERN PARKWAY	NY	996681	183219	309	35	32300	3012670001	BK63	Crown Heights South                                                        	Catherine Hartnett	PRINCIPAL	718-773-7765	718-773-7849	17	HS10	NULL	NULL	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 1- Brooklyn South	NULL	HS10	HS Network 10 Superintendent Office	ROTONDO, PAUL	"402 EASTERN PARKWAY
BROOKLYN, NY 11225
(40.669561, -73.955188)"
2018	17K524      	K524	International High School at Prospect Heights	331700011524	DOE	General Academic	High school	09,10,11,12	09,10,11,12	09/08/2004 12:00:00 AM	Open	K440	883 CLASSON AVENUE	NY	995155	183307	309	35	21300	3011870001	BK63	Crown Heights South                                                        	Nedda De Castro	PRINCIPAL	718-230-6333	718-230-6322	17	HS12	NULL	NULL	Affinity Group	ANORMALIZA, ALEXANDRA	School Support Team 4- Affinity Group	NULL	HS12	H.S. Network 12 Superintendent Office	PELLES, KATHY	"883 CLASSON AVENUE
BROOKLYN, NY 11225
(40.669805, -73.960689)"
2018	17K528      	K528	The High School for Global Citizenship	331700011528	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	09/08/2004 12:00:00 AM	Open	K440	883 CLASSON AVENUE	NY	995155	183307	309	35	21300	3011870001	BK63	Crown Heights South                                                        	Michelle Rochon	PRINCIPAL	718-230-6300	718-230-6301	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 1- Brooklyn South	NULL	NULL	NULL	NULL	"883 CLASSON AVENUE
BROOKLYN, NY 11225
(40.669805, -73.960689)"
2018	84K741      	K741	Success Academy Crown Heights (Brooklyn 7)	331700861041	Charter	General Academic	Elementary	0K,01,02,03,04,05,SE	0K,01,02,03,04,05,06,07,08	07/01/2013 12:00:00 AM	Open	K161	330 CROWN STREET	NY	998331	181834	309	35	31900	3012970026	BK63	Crown Heights South                                                        	Christopher Timberlake	PRINCIPAL	646-790-2129	914-462-3286	17	NULL	OFFICE OF CHARTER SCHOOLS	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	"330 CROWN STREET
BROOKLYN, NY 11225
(40.665757, -73.949243)"
2018	17K531      	K531	School for Human Rights, The	331700011531	DOE	General Academic	Secondary School	07,08,09,10,11,12,SE	09,10,11,12	09/08/2004 12:00:00 AM	Open	K470	600 KINGSTON AVENUE	NY	999832	179253	309	40	81000	3048110001	BK60	Prospect Lefferts Gardens-Wingate                                          	MICHAEL ALEXANDER	PRINCIPAL	718-771-4793	718-771-4815	17	HS06	NULL	NULL	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 1- Brooklyn South	NULL	HS06	HS Network 06 Superintendent Office	PRAYOR, MICHAEL	"600 KINGSTON AVENUE
BROOKLYN, NY 11203
(40.658671, -73.943839)"
2018	17K532      	K532	New Bridges Elementary	331700010532	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/2013 12:00:00 AM	Open	K167	1025 EASTERN PARKWAY	NY	1002471	183221	308	35	35300	3013890035	BK61	Crown Heights North                                                        	Kevin Bowles	PRINCIPAL	718-363-8200	718-363-8202	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"1025 EASTERN PARKWAY
BROOKLYN, NY 11213
(40.669557, -73.934316)"
2018	17K537      	K537	High School for Youth and Community Development at	331700011537	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	09/08/2004 12:00:00 AM	Open	K465	911 FLATBUSH AVENUE	NY	996134	175947	314	40	79400	3051030010	BK95	Erasmus                                                                    	Mary Prendergast	PRINCIPAL	718-564-2470	718-564-2471	17	HS07	NULL	NULL	Affinity Group	ANORMALIZA, ALEXANDRA	School Support Team 3- Affinity Group	NULL	HS07	H.S. Network 07 Superintendent Office	CONYERS, DONALD	"911 FLATBUSH AVENUE
BROOKLYN, NY 11226
(40.649602, -73.957173)"
2018	17K539      	K539	High School for Service & Learning at Erasmus	331700011539	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	09/08/2004 12:00:00 AM	Open	K465	911 FLATBUSH AVENUE	NY	996134	175947	314	40	79400	3051030010	BK95	Erasmus                                                                    	JOSEPHINE VAN ESS	PRINCIPAL	718-564-2551	718-564-2552	17	HS07	NULL	NULL	Affinity Group	ANORMALIZA, ALEXANDRA	School Support Team 3- Affinity Group	NULL	HS07	H.S. Network 07 Superintendent Office	CONYERS, DONALD	"911 FLATBUSH AVENUE
BROOKLYN, NY 11226
(40.649602, -73.957173)"
2018	17K543      	K543	Science, Technology and Research Early College Hig	331700011543	DOE	General Academic	Secondary School	06,07,08,09,10,11,12	06,07,08,09,10,11,12	07/01/2003 12:00:00 AM	Open	K465	911 FLATBUSH AVENUE	NY	996134	175947	314	40	79400	3051030010	BK95	Erasmus                                                                    	ERIC BLAKE	PRINCIPAL	718-564-2540	718-564-2541	17	HS03	NULL	NULL	Affinity Group	ANORMALIZA, ALEXANDRA	School Support Team 1- Affinity Group	NULL	HS03	H.S. Network 03 Superintendent Office	WALSH, FRED	"911 FLATBUSH AVENUE
BROOKLYN, NY 11226
(40.649602, -73.957173)"
2018	17K546      	K546	High School for Public Service: Heroes of Tomorrow	331700011546	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	07/01/2003 12:00:00 AM	Open	K470	600 KINGSTON AVENUE	NY	999832	179253	309	40	81000	3048110001	BK60	Prospect Lefferts Gardens-Wingate                                          	Sean Rice	PRINCIPAL	718-756-5325	718-363-3206	17	HS07	NULL	NULL	Affinity Group	ANORMALIZA, ALEXANDRA	School Support Team 3- Affinity Group	NULL	HS07	H.S. Network 07 Superintendent Office	CONYERS, DONALD	"600 KINGSTON AVENUE
BROOKLYN, NY 11203
(40.658671, -73.943839)"
2018	17K547      	K547	Brooklyn Academy of Science and the Environment	331700011547	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	07/01/2003 12:00:00 AM	Open	K440	883 CLASSON AVENUE	NY	995155	183307	309	35	21300	3011870001	BK63	Crown Heights South                                                        	Gail Lambert	PRINCIPAL	718-230-6363	718-230-6370	17	HS07	NULL	NULL	Affinity Group	ANORMALIZA, ALEXANDRA	School Support Team 3- Affinity Group	NULL	HS07	H.S. Network 07 Superintendent Office	CONYERS, DONALD	"883 CLASSON AVENUE
BROOKLYN, NY 11225
(40.669805, -73.960689)"
2018	17K548      	K548	Brooklyn School for Music & Theatre	331700011548	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	07/01/2003 12:00:00 AM	Open	K440	883 CLASSON AVENUE	NY	995155	183307	309	35	21300	3011870001	BK63	Crown Heights South                                                        	PAMELA RANDAZZO	PRINCIPAL	718-230-6250	718-230-6262	17	HS07	NULL	NULL	Affinity Group	ANORMALIZA, ALEXANDRA	School Support Team 3- Affinity Group	NULL	HS07	H.S. Network 07 Superintendent Office	CONYERS, DONALD	"883 CLASSON AVENUE
BROOKLYN, NY 11225
(40.669805, -73.960689)"
2018	17K568      	K568	Brownsville Academy High School	331700011568	DOE	Transfer School	High school	10,11,12	09,10,11,12	09/08/2004 12:00:00 AM	Open	K907	1150 EAST NEW YORK AVENUE	NY	1005367	182019	316	41	90000	3035080012	BK81	Brownsville                                                                	Carol Ying	PRINCIPAL	718-778-7305	718-778-7385	17	HS10	NULL	NULL	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 1- Brooklyn South	NULL	HS10	HS Network 10 Superintendent Office	ROTONDO, PAUL	"1150 EAST NEW YORK AVENUE
BROOKLYN, NY 11212
(40.666251, -73.923881)"
2018	17K590      	K590	Medgar Evers College Preparatory School	331700011590	DOE	General Academic	Secondary School	06,07,08,09,10,11,12,SE	06,07,08,09,10,11,12	07/01/2000 12:00:00 AM	Open	K590	1186 CARROLL STREET	NY	997615	182210	309	35	32100	3012890025	BK63	Crown Heights South                                                        	MICHAEL WILTSHIRE	PRINCIPAL	718-703-5400	718-703-5600	17	HS03	NULL	NULL	Affinity Group	ANORMALIZA, ALEXANDRA	School Support Team 1- Affinity Group	NULL	HS03	H.S. Network 03 Superintendent Office	WALSH, FRED	"1186 CARROLL STREET
BROOKLYN, NY 11225
(40.66679, -73.951823)"
2018	22K134      	K134	P.S. K134	332200010134	DOE	General Academic	Elementary	0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1999 12:00:00 AM	Open	K849	4001 18 AVENUE	NY	991694	169585	314	44	48000	3054160048	BK42	Flatbush                                                                   	D RAMSARAN	PRINCIPAL	718-436-7200	718-686-2205	22	K822	COMMUNITY SCHOOL DISTRICT 22	BOVE, JULIA	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 6- Brooklyn South	NULL	NULL	NULL	NULL	"4001 18 AVENUE
BROOKLYN, NY 11218
(40.632145, -73.97318)"
2018	17K705      	K705	Brooklyn Arts and Science Elementary School	331700010705	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/2012 12:00:00 AM	Open	K022	443 ST MARKS AVENUE	NY	995319	185965	308	35	30500	3011480050	BK61	Crown Heights North                                                        	Sandra Beauvoir Soto	PRINCIPAL	718-230-0851	NULL	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"443 ST MARKS AVENUE
BROOKLYN, NY 11238
(40.6771, -73.960093)"
2018	17K722      	K722	New Heights Middle School	331700010722	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/2012 12:00:00 AM	Open	K391	790 EAST NEW YORK AVENUE	NY	1001919	180501	309	41	87600	3048060001	BK60	Prospect Lefferts Gardens-Wingate                                          	Ativia Sandusky	I.A. PRINCIPAL	718-467-4501	718-467-4506	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"790 EAST NEW YORK AVENUE
BROOKLYN, NY 11203
(40.662092, -73.936313)"
2018	17K745      	K745	Brooklyn Institute for Liberal Arts	331700011745	DOE	General Academic	High school	09,10,11,12,SE	09,10,11,12	07/01/2012 12:00:00 AM	Open	K470	600 KINGSTON AVENUE	NY	999832	179253	309	40	81000	3048110001	BK60	Prospect Lefferts Gardens-Wingate                                          	ANN MARIE HENRY STEPHENS	PRINCIPAL	718-221-1097	718-221-1794	17	HS06	NULL	NULL	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 1- Brooklyn South	NULL	HS06	HS Network 06 Superintendent Office	PRAYOR, MICHAEL	"600 KINGSTON AVENUE
BROOKLYN, NY 11203
(40.658671, -73.943839)"
2018	17K751      	K751	Academy for Health Careers	331700011751	DOE	Career Technical	High school	09,10,11,12,SE	09,10,11,12	07/01/2010 12:00:00 AM	Open	K625	150 ALBANY AVENUE	NY	1001092	185533	308	36	31100	3012160046	BK61	Crown Heights North                                                        	Deonne Martin	PRINCIPAL	718-773-0128	718-773-0648	17	HS07	NULL	NULL	Affinity Group	ANORMALIZA, ALEXANDRA	School Support Team 3- Affinity Group	NULL	HS07	H.S. Network 07 Superintendent Office	CONYERS, DONALD	"150 ALBANY AVENUE
BROOKLYN, NY 11213
(40.675905, -73.939282)"
2018	17K770      	K770	P.S. 770 New American Academy	331700010770	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	0K,01,02,03,04,05	07/01/2010 12:00:00 AM	Open	K398	60 EAST  94 STREET	NY	1004231	180975	317	41	88200	3045950215	BK96	Rugby-Remsen Village                                                       	Jessica Saratovsky	PRINCIPAL	718-221-5837	718-221-5947	17	K817	COMMUNITY SCHOOL DISTRICT 17	ELLIS, CLARENCE	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 2- Brooklyn South	NULL	NULL	NULL	NULL	"60 EAST 94 STREET
BROOKLYN, NY 11212
(40.663388, -73.927979)"
2018	18K066      	K066	P.S. 66	331800010066	DOE	General Academic	K-8	PK,0K,01,02,03,04,05,06,07,08,SE	PK,0K,01,02,03,04,05,06,07,08	07/01/2003 12:00:00 AM	Open	K066	845 EAST  96 STREET	NY	1010039	175647	318	42	97000	3081290060	BK50	Canarsie                                                                   	Lucille Jackson	PRINCIPAL	718-922-3505	718-922-3105	18	K818	COMMUNITY SCHOOL DISTRICT 18	WILKINS, BEVERLY	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 3- Brooklyn South	NULL	NULL	NULL	NULL	"845 EAST 96 STREET
BROOKLYN, NY 11236
(40.648749, -73.907064)"
2018	18K068      	K068	I.S. 068 Isaac Bildersee	331800010068	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/1964 12:00:00 AM	Open	K068	956 EAST  82 STREET	NY	1008892	170778	318	46	95600	3080180001	BK50	Canarsie                                                                   	Merve Williams	PRINCIPAL	718-241-4800	718-241-5582	18	K818	COMMUNITY SCHOOL DISTRICT 18	WILKINS, BEVERLY	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 3- Brooklyn South	NULL	NULL	NULL	NULL	"956 EAST 82 STREET
BROOKLYN, NY 11236
(40.635388, -73.911215)"
2018	18K114      	K114	P.S. 114 Ryder Elementary	331800010114	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1907 12:00:00 AM	Open	K114	1077 REMSEN AVENUE	NY	1009815	173437	318	46	96400	3081600022	BK50	Canarsie                                                                   	Darwin Smith	PRINCIPAL	718-257-4428	718-649-5216	18	K818	COMMUNITY SCHOOL DISTRICT 18	WILKINS, BEVERLY	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 3- Brooklyn South	NULL	NULL	NULL	NULL	"1077 REMSEN AVENUE
BROOKLYN, NY 11236
(40.642684, -73.90788)"
2018	18K115      	K115	P.S. 115 Daniel Mucatel School	331800010115	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1922 12:00:00 AM	Open	K115	1500 EAST  92 STREET	NY	1012589	170590	318	46	100800	3082560001	BK50	Canarsie                                                                   	Loren Borgese	PRINCIPAL	718-241-1000	718-209-1714	18	K818	COMMUNITY SCHOOL DISTRICT 18	WILKINS, BEVERLY	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 3- Brooklyn South	NULL	NULL	NULL	NULL	"1500 EAST 92 STREET
BROOKLYN, NY 11236
(40.634861, -73.897896)"
2018	18K135      	K135	P.S. 135 Sheldon A. Brookner	331800010135	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1923 12:00:00 AM	Open	K135	684 LINDEN BOULEVARD	NY	1002855	177223	317	41	87000	3046730001	BK91	East Flatbush-Farragut                                                     	Trevlyn Mcrae	PRINCIPAL	718-693-4363	718-941-0847	18	K818	COMMUNITY SCHOOL DISTRICT 18	WILKINS, BEVERLY	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 3- Brooklyn South	NULL	NULL	NULL	NULL	"684 LINDEN BOULEVARD
BROOKLYN, NY 11203
(40.653093, -73.932949)"
2018	18K208      	K208	P.S. 208 Elsa Ebeling	331800010208	DOE	General Academic	Elementary	PK,0K,01,02,03,04,05,SE	PK,0K,01,02,03,04,05	07/01/1927 12:00:00 AM	Open	K208	4801 AVENUE D	NY	1003427	173437	317	45	84000	3047690025	BK91	East Flatbush-Farragut                                                     	Nakoley Renville	PRINCIPAL	718-629-1670	718-451-0185	18	K818	COMMUNITY SCHOOL DISTRICT 18	WILKINS, BEVERLY	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 3- Brooklyn South	NULL	NULL	NULL	NULL	"4801 AVENUE D
BROOKLYN, NY 11203
(40.6427, -73.930898)"
2018	18K211      	K211	I.S. 211 John Wilson	331800010211	DOE	General Academic	Junior High-Intermediate-Middle	06,07,08,SE	06,07,08	07/01/1958 12:00:00 AM	Open	K211	1001 EAST 100 STREET	NY	1013327	173531	318	46	98800	3082270001	BK50	Canarsie                                                                   	Carolyn James	PRINCIPAL	718-251-4411	718-241-2503	18	K818	COMMUNITY SCHOOL DISTRICT 18	WILKINS, BEVERLY	Field Support Center - Brooklyn South	Mauriciere de Govia	School Support Team 3- Brooklyn South	NULL	NULL	NULL	NULL	"1001 EAST 100 STREET
BROOKLYN, NY 11236
(40.642931, -73.895224)"
